,Base Country,Base Country Lat,Base Country Lng,Relation Country,Relation Country Lat,Relation Country Lng,Men,Women,Children,Sex Trafficking,Forced Labor,Debt Bondage,Description
301,Egypt,26.820553,30.802498,Saudi Arabia,23.885942,45.079162,0,1,1,1,1,0," Individuals from the Persian Gulf, including Saudi Arabia, United Arab Emirates, and Kuwait purchase Egyptian women and girls for ﬁtemporaryﬂ or ﬁsummerﬂ marriages for the purpose of commercial sex, including cases of sex trafficking, as well as forced labor; these arrangements are often facilitated by the victims' parents and marriage brokers, who profit from the transaction"
302,Egypt,26.820553,30.802498,Kuwait,29.31166,47.481766,0,1,1,1,1,0," Individuals from the Persian Gulf, including Saudi Arabia, United Arab Emirates, and Kuwait purchase Egyptian women and girls for ﬁtemporaryﬂ or ﬁsummerﬂ marriages for the purpose of commercial sex, including cases of sex trafficking, as well as forced labor; these arrangements are often facilitated by the victims' parents and marriage brokers, who profit from the transaction"
303,Egypt,26.820553,30.802498,Syria,34.80207499999999,38.996815,0,0,1,1,1,0," Syrian refugees who have settled in Egypt remain increasingly vulnerable to exploitation, including forced child labor, sex trafficking, and transactional marriages of girlsŠwhich can lead to sexual exploitation, including sex trafficking, and forced labor"
304,Egypt,26.820553,30.802498,United Arab Emirates,23.424076,53.847818,0,1,1,1,1,0," Individuals from the Persian Gulf, including Saudi Arabia, United Arab Emirates, and Kuwait purchase Egyptian women and girls for ﬁtemporaryﬂ or ﬁsummerﬂ marriages for the purpose of commercial sex, including cases of sex trafficking, as well as forced labor; these arrangements are often facilitated by the victims' parents and marriage brokers, who profit from the transaction"
305,El Salvador,13.794185,-88.89653,Mexico,23.634501,-102.552784,0,1,1,1,1,0," Salvadoran men, women, and children are subjected to sex trafficking and forced labor in Guatemala, Mexico, Belize, and the United States"
306,El Salvador,13.794185,-88.89653,Guatemala,15.783471,-90.23075899999999,0,1,1,1,1,0," Salvadoran men, women, and children are subjected to sex trafficking and forced labor in Guatemala, Mexico, Belize, and the United States"
307,El Salvador,13.794185,-88.89653,Belize,17.189877,-88.49765,0,1,1,1,1,0," Salvadoran men, women, and children are subjected to sex trafficking and forced labor in Guatemala, Mexico, Belize, and the United States"
308,El Salvador,13.794185,-88.89653,Nicaragua,12.865416,-85.207229,1,1,1,1,1,0," Men, women, and children from neighboring countriesŠparticularly Nicaragua, Guatemala, and HondurasŠare subjected to sex trafficking, domestic servitude, and forced labor in construction or the informal sector"
309,El Salvador,13.794185,-88.89653,Honduras,15.199999,-86.241905,1,1,1,1,1,0," Men, women, and children from neighboring countriesŠparticularly Nicaragua, Guatemala, and HondurasŠare subjected to sex trafficking, domestic servitude, and forced labor in construction or the informal sector"
310,El Salvador,13.794185,-88.89653,Guatemala,15.783471,-90.23075899999999,1,1,1,1,1,0," Men, women, and children from neighboring countriesŠparticularly Nicaragua, Guatemala, and HondurasŠare subjected to sex trafficking, domestic servitude, and forced labor in construction or the informal sector"
311,El Salvador,13.794185,-88.89653,United States,37.09024,-95.712891,0,1,1,1,1,0," Salvadoran men, women, and children are subjected to sex trafficking and forced labor in Guatemala, Mexico, Belize, and the United States"
312,Equatorial Guinea,1.650801,10.267895,Guinea,9.945587,-9.696645,0,1,0,0,1,0," Women from Cameroon, Benin, other neighboring countries, and the Caribbean are recruited for work in Equatorial Guinea and subjected to forced labor or forced prostitution"
313,Equatorial Guinea,1.650801,10.267895,Guinea,9.945587,-9.696645,0,1,0,0,1,0," Chinese women migrate to Equatorial Guinea for work or to engage in prostitution, and some are subjected to passport confiscation, increasing their vulnerability to forced labor"
314,Equatorial Guinea,1.650801,10.267895,Gabon,-0.803689,11.609444,0,0,1,0,1,0," Children from nearby countriesŠprimarily Nigeria, Benin, Cameroon, Togo, and GabonŠmay be subjected to forced labor as domestic workers, market laborers, vendors, and launderers"
315,Equatorial Guinea,1.650801,10.267895,Niger,17.607789,8.081666,0,0,1,0,1,0," Children from nearby countriesŠprimarily Nigeria, Benin, Cameroon, Togo, and GabonŠmay be subjected to forced labor as domestic workers, market laborers, vendors, and launderers"
316,Equatorial Guinea,1.650801,10.267895,Nigeria,9.081999,8.675277,0,0,1,0,1,0," Children from nearby countriesŠprimarily Nigeria, Benin, Cameroon, Togo, and GabonŠmay be subjected to forced labor as domestic workers, market laborers, vendors, and launderers"
317,Equatorial Guinea,1.650801,10.267895,Benin,9.30769,2.315834,0,1,0,0,1,0," Women from Cameroon, Benin, other neighboring countries, and the Caribbean are recruited for work in Equatorial Guinea and subjected to forced labor or forced prostitution"
318,Equatorial Guinea,1.650801,10.267895,Cameroon,7.369721999999999,12.354722,0,1,0,0,1,0," Women from Cameroon, Benin, other neighboring countries, and the Caribbean are recruited for work in Equatorial Guinea and subjected to forced labor or forced prostitution"
319,Equatorial Guinea,1.650801,10.267895,Ethiopia,9.145000000000001,40.489673,0,1,0,0,0,0, Civil society actors report that Ethiopian women are exploited for domestic servitude by family members in Malabo
320,Equatorial Guinea,1.650801,10.267895,Cameroon,7.369721999999999,12.354722,0,0,1,0,1,0," Children from nearby countriesŠprimarily Nigeria, Benin, Cameroon, Togo, and GabonŠmay be subjected to forced labor as domestic workers, market laborers, vendors, and launderers"
321,Equatorial Guinea,1.650801,10.267895,Togo,8.619543,0.824782,0,0,1,0,1,0," Children from nearby countriesŠprimarily Nigeria, Benin, Cameroon, Togo, and GabonŠmay be subjected to forced labor as domestic workers, market laborers, vendors, and launderers"
322,Equatorial Guinea,1.650801,10.267895,Guinea,9.945587,-9.696645,0,1,1,1,1,0,"As reported over the past five years, Equatorial Guinea is a source country for women and girls vulnerable to sex trafficking and a destination country for men, women, and children, who may be vulnerable to forced labor"
323,Equatorial Guinea,1.650801,10.267895,Benin,9.30769,2.315834,0,0,1,0,1,0," Children from nearby countriesŠprimarily Nigeria, Benin, Cameroon, Togo, and GabonŠmay be subjected to forced labor as domestic workers, market laborers, vendors, and launderers"
324,Eritrea,15.179384,39.782334,Sudan,12.862807,30.217636,1,0,0,0,0,0," Reports allege Eritrean diplomats, particularly those posted in Sudan, provide travel documents and legal services to Eritrean nationals in exchange for bribes or inftated fees, potentially facilitating their subjection to trafficking"
325,Eritrea,15.179384,39.782334,Sudan,12.862807,30.217636,0,1,1,1,0,0," Smaller numbers of Eritrean women and girls are subjected to sex trafficking in Sudan; reportedly, some Eritrean men are vulnerable to sex trafficking in Israel"
326,Eritrea,15.179384,39.782334,Israel,31.046051,34.851612,0,1,1,1,0,0," Smaller numbers of Eritrean women and girls are subjected to sex trafficking in Sudan; reportedly, some Eritrean men are vulnerable to sex trafficking in Israel"
327,Eritrea,15.179384,39.782334,Libya,26.3351,17.228331,1,0,0,0,0,0," Eritrea's strict exit control procedures and limited issuance of passports, which compel those who cannot obtain exit visas or documents to travel clandestinely, increase its nationals' vulnerability to trafficking abroad, primarily in Sudan, Ethiopia, and to a lesser extent Djibouti and Libya, with the ultimate goal of seeking asylum in Europe or at a minimum, obtaining refugee status in Ethiopia, Kenya, Egypt, or Uganda; some also strive to reach the United States"
328,Eritrea,15.179384,39.782334,Uganda,1.373333,32.290275,1,0,0,0,0,0," Eritrea's strict exit control procedures and limited issuance of passports, which compel those who cannot obtain exit visas or documents to travel clandestinely, increase its nationals' vulnerability to trafficking abroad, primarily in Sudan, Ethiopia, and to a lesser extent Djibouti and Libya, with the ultimate goal of seeking asylum in Europe or at a minimum, obtaining refugee status in Ethiopia, Kenya, Egypt, or Uganda; some also strive to reach the United States"
329,Eritrea,15.179384,39.782334,Sudan,12.862807,30.217636,1,0,0,0,0,0," Eritrea's strict exit control procedures and limited issuance of passports, which compel those who cannot obtain exit visas or documents to travel clandestinely, increase its nationals' vulnerability to trafficking abroad, primarily in Sudan, Ethiopia, and to a lesser extent Djibouti and Libya, with the ultimate goal of seeking asylum in Europe or at a minimum, obtaining refugee status in Ethiopia, Kenya, Egypt, or Uganda; some also strive to reach the United States"
330,Eritrea,15.179384,39.782334,Kenya,-0.023559,37.906193,1,0,0,0,0,0," Eritrea's strict exit control procedures and limited issuance of passports, which compel those who cannot obtain exit visas or documents to travel clandestinely, increase its nationals' vulnerability to trafficking abroad, primarily in Sudan, Ethiopia, and to a lesser extent Djibouti and Libya, with the ultimate goal of seeking asylum in Europe or at a minimum, obtaining refugee status in Ethiopia, Kenya, Egypt, or Uganda; some also strive to reach the United States"
331,Eritrea,15.179384,39.782334,Ethiopia,9.145000000000001,40.489673,1,0,0,0,0,0," Eritrea's strict exit control procedures and limited issuance of passports, which compel those who cannot obtain exit visas or documents to travel clandestinely, increase its nationals' vulnerability to trafficking abroad, primarily in Sudan, Ethiopia, and to a lesser extent Djibouti and Libya, with the ultimate goal of seeking asylum in Europe or at a minimum, obtaining refugee status in Ethiopia, Kenya, Egypt, or Uganda; some also strive to reach the United States"
332,Eritrea,15.179384,39.782334,Egypt,26.820553,30.802498,1,0,0,0,0,0," Eritrea's strict exit control procedures and limited issuance of passports, which compel those who cannot obtain exit visas or documents to travel clandestinely, increase its nationals' vulnerability to trafficking abroad, primarily in Sudan, Ethiopia, and to a lesser extent Djibouti and Libya, with the ultimate goal of seeking asylum in Europe or at a minimum, obtaining refugee status in Ethiopia, Kenya, Egypt, or Uganda; some also strive to reach the United States"
333,Eritrea,15.179384,39.782334,United States,37.09024,-95.712891,1,0,0,0,0,0," Eritrea's strict exit control procedures and limited issuance of passports, which compel those who cannot obtain exit visas or documents to travel clandestinely, increase its nationals' vulnerability to trafficking abroad, primarily in Sudan, Ethiopia, and to a lesser extent Djibouti and Libya, with the ultimate goal of seeking asylum in Europe or at a minimum, obtaining refugee status in Ethiopia, Kenya, Egypt, or Uganda; some also strive to reach the United States"
334,Eritrea,15.179384,39.782334,Djibouti,11.825138,42.590275,1,0,0,0,0,0," Eritrea's strict exit control procedures and limited issuance of passports, which compel those who cannot obtain exit visas or documents to travel clandestinely, increase its nationals' vulnerability to trafficking abroad, primarily in Sudan, Ethiopia, and to a lesser extent Djibouti and Libya, with the ultimate goal of seeking asylum in Europe or at a minimum, obtaining refugee status in Ethiopia, Kenya, Egypt, or Uganda; some also strive to reach the United States"
335,Estonia,58.595272,25.0136071,Georgia,32.1656221,-82.9000751,1,0,0,0,0,0," Men from Ukraine, Moldova, Belarus, and Georgia are subjected to labor exploitation within Estonia, particularly in construction, agriculture, and forestry"
336,Estonia,58.595272,25.0136071,Ukraine,48.379433,31.1655799,1,0,0,0,0,0," Men from Ukraine, Moldova, Belarus, and Georgia are subjected to labor exploitation within Estonia, particularly in construction, agriculture, and forestry"
337,Estonia,58.595272,25.0136071,Belarus,53.709807,27.953389,1,0,0,0,0,0," Men from Ukraine, Moldova, Belarus, and Georgia are subjected to labor exploitation within Estonia, particularly in construction, agriculture, and forestry"
338,Estonia,58.595272,25.0136071,Moldova,47.411631,28.369885,1,0,0,0,0,0," Men from Ukraine, Moldova, Belarus, and Georgia are subjected to labor exploitation within Estonia, particularly in construction, agriculture, and forestry"
339,Eswatini,-26.522503,31.465866,South Africa,-30.559482,22.937506,1,0,0,0,1,0, Swazi men in border communities are recruited for forced labor in South Africa's timber industry
340,Eswatini,-26.522503,31.465866,South Africa,-30.559482,22.937506,0,1,0,0,1,0, Some Swazi women are forced into prostitution in South Africa after voluntarily migrating in search of work
341,Eswatini,-26.522503,31.465866,South Africa,-30.559482,22.937506,0,1,0,0,1,0," Traffickers reportedly force Mozambican women into prostitution in Eswatini, or transport them through Eswatini to South Africa"
342,Eswatini,-26.522503,31.465866,South Africa,-30.559482,22.937506,0,0,1,1,0,0," Swazi girls, particularly orphans, are subjected to sex trafficking and domestic servitude, primarily in Eswatini and South Africa"
343,Ethiopia,9.145000000000001,40.489673,Libya,26.3351,17.228331,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
344,Ethiopia,9.145000000000001,40.489673,Somalia,5.152149,46.199616,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
345,Ethiopia,9.145000000000001,40.489673,Yemen,15.552727,48.516388,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
346,Ethiopia,9.145000000000001,40.489673,Djibouti,11.825138,42.590275,0,0,1,0,1,0," Ethiopian boys are subjected to forced labor in Djibouti as shop assistants, errand boys, domestic workers, and street beggars, in addition to forced criminality"
347,Ethiopia,9.145000000000001,40.489673,Yemen,15.552727,48.516388,1,0,0,0,0,0," An international organization reported an uptick in the number of minors traveling along the eastern migration route towards Yemen, hoping to reach Saudi Arabia"
348,Ethiopia,9.145000000000001,40.489673,Djibouti,11.825138,42.590275,0,1,0,0,0,0," Typically, young men and women migrate west via Sudan aiming for Europe, while young women tend to travel through Eritrea or Djibouti to secure domestic work in Saudi Arabia"
349,Ethiopia,9.145000000000001,40.489673,United States,37.09024,-95.712891,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
350,Ethiopia,9.145000000000001,40.489673,Eritrea,15.179384,39.782334,0,1,0,0,0,0," Typically, young men and women migrate west via Sudan aiming for Europe, while young women tend to travel through Eritrea or Djibouti to secure domestic work in Saudi Arabia"
351,Ethiopia,9.145000000000001,40.489673,Saudi Arabia,23.885942,45.079162,0,1,0,0,0,0," Typically, young men and women migrate west via Sudan aiming for Europe, while young women tend to travel through Eritrea or Djibouti to secure domestic work in Saudi Arabia"
352,Ethiopia,9.145000000000001,40.489673,Sudan,12.862807,30.217636,0,1,0,0,0,0," Typically, young men and women migrate west via Sudan aiming for Europe, while young women tend to travel through Eritrea or Djibouti to secure domestic work in Saudi Arabia"
353,Ethiopia,9.145000000000001,40.489673,Djibouti,11.825138,42.590275,0,0,1,1,0,0," Ethiopian girls are exploited in domestic servitude and commercial sex in neighboring African countries, particularly Djibouti and Sudan"
354,Ethiopia,9.145000000000001,40.489673,Saudi Arabia,23.885942,45.079162,1,0,0,0,0,0," An international organization reported an uptick in the number of minors traveling along the eastern migration route towards Yemen, hoping to reach Saudi Arabia"
355,Ethiopia,9.145000000000001,40.489673,Sudan,12.862807,30.217636,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
356,Ethiopia,9.145000000000001,40.489673,Sudan,12.862807,30.217636,0,0,1,1,0,0," Ethiopian girls are exploited in domestic servitude and commercial sex in neighboring African countries, particularly Djibouti and Sudan"
357,Ethiopia,9.145000000000001,40.489673,Saudi Arabia,23.885942,45.079162,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
358,Ethiopia,9.145000000000001,40.489673,Kenya,-0.023559,37.906193,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
359,Ethiopia,9.145000000000001,40.489673,Ecuador,-1.831239,-78.18340599999999,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
360,Ethiopia,9.145000000000001,40.489673,Djibouti,11.825138,42.590275,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
361,Ethiopia,9.145000000000001,40.489673,Canada,56.130366,-106.346771,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
362,Ethiopia,9.145000000000001,40.489673,South Africa,-30.559482,22.937506,1,0,0,0,0,0," Scarce economic opportunities and dire poverty coupled with familial encouragement compels thousands of Ethiopians, including a substantial percentage of minors, to transit, primarily via Djibouti or Somalia, to Yemen and onward to Saudi Arabia; increasingly to cross the border illegally into Kenya, destined for South Africa for ftights to Ecuador with a final destination of the United States or Canada; or, least commonly of the three routes, to travel through Sudan and Libya with the hope of crossing the Mediterranean and ultimately reaching Europe"
363,Fiji,-17.713371,178.065032,China,35.86166,104.195397,0,1,0,0,0,0," Women from China, Thailand, and other East Asian countries are exploited in illegal brothels posing as massage parlors and spas, local hotels, and private homes"
364,Fiji,-17.713371,178.065032,Thailand,15.870032,100.992541,0,1,0,0,0,0," Women from China, Thailand, and other East Asian countries are exploited in illegal brothels posing as massage parlors and spas, local hotels, and private homes"
365,Finland,61.92410999999999,25.7481511,Niger,17.607789,8.081666,0,1,0,1,0,0," Authorities report a surge in potential trafficking victims among rejected asylum-seekers returning to Finland under the Dublin Agreement, including a rise in the number of individuals exploited prior to their arrival in Finland, such as Nigerian women who account for the majority of sex trafficking victims"
366,Finland,61.92410999999999,25.7481511,Nigeria,9.081999,8.675277,0,1,0,1,0,0," Authorities report a surge in potential trafficking victims among rejected asylum-seekers returning to Finland under the Dublin Agreement, including a rise in the number of individuals exploited prior to their arrival in Finland, such as Nigerian women who account for the majority of sex trafficking victims"
367,France,46.227638,2.213749,Niger,17.607789,8.081666,0,1,0,1,1,1," Sex trafficking networks controlled by Nigerians, Bulgarians, Romanians, Chinese, and French citizens force women into prostitution through debt bondage, physical force, and psychological coercion, including the invocation of voodoo and drug addiction"
368,France,46.227638,2.213749,United Kingdom,55.378051,-3.435973,0,0,1,0,1,0," Traffickers force children living in migrant camps in northern France to commit crimes, including facilitating smuggling to the United Kingdom"
369,France,46.227638,2.213749,Libya,26.3351,17.228331,0,0,1,0,0,0, Nigerian trafficking networks use migrant and drug trafficking routes through Libya and Italy to transport girls to France
370,France,46.227638,2.213749,Nigeria,9.081999,8.675277,0,0,1,0,0,0, Nigerian trafficking networks use migrant and drug trafficking routes through Libya and Italy to transport girls to France
371,France,46.227638,2.213749,Niger,17.607789,8.081666,0,0,1,0,0,0, Nigerian trafficking networks use migrant and drug trafficking routes through Libya and Italy to transport girls to France
372,France,46.227638,2.213749,Italy,41.87194,12.56738,0,0,1,0,0,0, Nigerian trafficking networks use migrant and drug trafficking routes through Libya and Italy to transport girls to France
373,France,46.227638,2.213749,Romania,45.943161,24.96676,0,0,1,1,0,0," Children, primarily from Romania, West and North Africa, and the Middle East, are victims of sex trafficking in France"
374,France,46.227638,2.213749,Bulgaria,42.733883,25.48583,0,1,0,1,1,1," Sex trafficking networks controlled by Nigerians, Bulgarians, Romanians, Chinese, and French citizens force women into prostitution through debt bondage, physical force, and psychological coercion, including the invocation of voodoo and drug addiction"
375,France,46.227638,2.213749,Romania,45.943161,24.96676,0,1,0,1,1,1," Sex trafficking networks controlled by Nigerians, Bulgarians, Romanians, Chinese, and French citizens force women into prostitution through debt bondage, physical force, and psychological coercion, including the invocation of voodoo and drug addiction"
376,France,46.227638,2.213749,Nigeria,9.081999,8.675277,0,1,0,1,1,1," Sex trafficking networks controlled by Nigerians, Bulgarians, Romanians, Chinese, and French citizens force women into prostitution through debt bondage, physical force, and psychological coercion, including the invocation of voodoo and drug addiction"
377,Georgia,32.1656221,-82.9000751,United Arab Emirates,23.424076,53.847818,0,1,1,1,0,0," Women and girls from Georgia are subjected to sex trafficking within the country, in Turkey, and, to a lesser extent, in China and the United Arab Emirates"
378,Georgia,32.1656221,-82.9000751,Egypt,26.820553,30.802498,0,1,0,0,1,0," Georgian men and women are subjected to forced labor within Georgia and in Turkey, United Arab Emirates, Egypt, Cyprus, and Iraq"
379,Georgia,32.1656221,-82.9000751,Turkey,38.963745,35.243322,0,1,1,1,0,0," Women and girls from Georgia are subjected to sex trafficking within the country, in Turkey, and, to a lesser extent, in China and the United Arab Emirates"
380,Georgia,32.1656221,-82.9000751,United Arab Emirates,23.424076,53.847818,0,1,0,0,1,0," Georgian men and women are subjected to forced labor within Georgia and in Turkey, United Arab Emirates, Egypt, Cyprus, and Iraq"
381,Georgia,32.1656221,-82.9000751,Tajikistan,38.861034,71.276093,0,1,0,0,0,0," Georgia is also a transit country for women from Kyrgyzstan, Tajikistan, and Uzbekistan exploited in Turkey"
382,Georgia,32.1656221,-82.9000751,Turkey,38.963745,35.243322,0,1,0,0,1,0," Georgian men and women are subjected to forced labor within Georgia and in Turkey, United Arab Emirates, Egypt, Cyprus, and Iraq"
383,Georgia,32.1656221,-82.9000751,Uzbekistan,41.377491,64.585262,0,1,0,0,0,0," Georgia is also a transit country for women from Kyrgyzstan, Tajikistan, and Uzbekistan exploited in Turkey"
384,Georgia,32.1656221,-82.9000751,Azerbaijan,40.143105,47.576927,0,1,0,0,1,0," Women from Azerbaijan and Central Asia are subjected to forced prostitution in the tourist areas of the Adjara region and larger cities like Tbilisi and Batumi in saunas, brothels, bars, strip clubs, casinos, and hotels"
385,Georgia,32.1656221,-82.9000751,Cyprus,35.126413,33.429859,0,1,0,0,1,0," Georgian men and women are subjected to forced labor within Georgia and in Turkey, United Arab Emirates, Egypt, Cyprus, and Iraq"
386,Georgia,32.1656221,-82.9000751,Iraq,33.223191,43.679291,0,1,0,0,1,0," Georgian men and women are subjected to forced labor within Georgia and in Turkey, United Arab Emirates, Egypt, Cyprus, and Iraq"
387,Georgia,32.1656221,-82.9000751,China,35.86166,104.195397,0,1,1,1,0,0," Women and girls from Georgia are subjected to sex trafficking within the country, in Turkey, and, to a lesser extent, in China and the United Arab Emirates"
388,Georgia,32.1656221,-82.9000751,Turkey,38.963745,35.243322,0,1,0,0,0,0," Georgia is also a transit country for women from Kyrgyzstan, Tajikistan, and Uzbekistan exploited in Turkey"
389,Ghana,7.946527,-1.023194,Nigeria,9.081999,8.675277,1,0,0,0,0,0, Some Ghanaian and Nigerian labor migrants are coerced into prostitution by traffickers who demand more money for transit and document costs
390,Ghana,7.946527,-1.023194,Niger,17.607789,8.081666,1,0,0,0,0,0, Some Ghanaian and Nigerian labor migrants are coerced into prostitution by traffickers who demand more money for transit and document costs
391,Ghana,7.946527,-1.023194,Nigeria,9.081999,8.675277,0,1,1,0,0,1, Nigerian women and girls who are lured to Ghana by the promise of a good job are coerced into prostitution to pay exorbitant debts for transportation and lodging
392,Ghana,7.946527,-1.023194,Niger,17.607789,8.081666,0,1,1,0,0,1, Nigerian women and girls who are lured to Ghana by the promise of a good job are coerced into prostitution to pay exorbitant debts for transportation and lodging
393,Ghana,7.946527,-1.023194,United States,37.09024,-95.712891,0,1,0,0,1,0," In recent years, a few Ghanaian men and women were identified as victims of forced labor in the United States"
394,Greece,39.074208,21.824312,Russia,61.52401,105.318756,0,1,1,1,0,0," Some women and children from Eastern and Southern Europe, South Asia, Russia, Nigeria, and China are subjected to sex trafficking in unlicensed brothels, on the street, in strip clubs, in massage salons, and in hotels"
395,Greece,39.074208,21.824312,Afghanistan,33.93911,67.709953,0,0,1,1,0,0," Unaccompanied children, primarily from Afghanistan, engage in survival sex and are vulnerable to trafficking"
396,Greece,39.074208,21.824312,Romania,45.943161,24.96676,0,0,1,0,1,0," Economically marginalized Romani children from Albania, Bulgaria, and Romania are forced to sell goods on the street, beg, or commit petty theft in Greece"
397,Greece,39.074208,21.824312,Bulgaria,42.733883,25.48583,0,0,1,0,1,0," Economically marginalized Romani children from Albania, Bulgaria, and Romania are forced to sell goods on the street, beg, or commit petty theft in Greece"
398,Greece,39.074208,21.824312,Albania,41.153332,20.168331,0,0,1,0,1,0," Economically marginalized Romani children from Albania, Bulgaria, and Romania are forced to sell goods on the street, beg, or commit petty theft in Greece"
399,Greece,39.074208,21.824312,Nigeria,9.081999,8.675277,0,1,1,1,0,0," Some women and children from Eastern and Southern Europe, South Asia, Russia, Nigeria, and China are subjected to sex trafficking in unlicensed brothels, on the street, in strip clubs, in massage salons, and in hotels"
400,Greece,39.074208,21.824312,Niger,17.607789,8.081666,0,1,1,1,0,0," Some women and children from Eastern and Southern Europe, South Asia, Russia, Nigeria, and China are subjected to sex trafficking in unlicensed brothels, on the street, in strip clubs, in massage salons, and in hotels"
401,Greece,39.074208,21.824312,China,35.86166,104.195397,0,1,1,1,0,0," Some women and children from Eastern and Southern Europe, South Asia, Russia, Nigeria, and China are subjected to sex trafficking in unlicensed brothels, on the street, in strip clubs, in massage salons, and in hotels"
402,Guatemala,15.783471,-90.23075899999999,United States,37.09024,-95.712891,0,1,1,1,0,0," Guatemalan women, transgender persons, girls, and boys are exploited in sex trafficking within the country and in Mexico, the United States, Belize, and other foreign countries"
403,Guatemala,15.783471,-90.23075899999999,Canada,56.130366,-106.346771,1,0,1,1,0,0," Foreign child sex tourists, predominantly from Canada, the United States, and Western Europe, as well as Guatemalan men, patronize child sex trafficking victims for commercial sex acts"
404,Guatemala,15.783471,-90.23075899999999,Belize,17.189877,-88.49765,0,1,1,1,0,0," Guatemalan women, transgender persons, girls, and boys are exploited in sex trafficking within the country and in Mexico, the United States, Belize, and other foreign countries"
405,Guatemala,15.783471,-90.23075899999999,United States,37.09024,-95.712891,1,0,1,1,0,0," Foreign child sex tourists, predominantly from Canada, the United States, and Western Europe, as well as Guatemalan men, patronize child sex trafficking victims for commercial sex acts"
